region,assessment,year,use_idcntry_raw_str,idcntry_raw,idcntry_raw_str,national_level,countrycode,notes
WLD,PISA,2018,1,,QMR,0,RUS,Moscow
WLD,PISA,2018,1,,QRT,0,RUS,Tatarstan (RUS)
WLD,PISA,2017,1,,ECU,1,ECU,
WLD,PISA,2017,1,,GTM,1,GTM,
WLD,PISA,2017,1,,HND,1,HND,
WLD,PISA,2017,1,,KHM,1,KHM,
WLD,PISA,2017,1,,PRY,1,PRY,
WLD,PISA,2017,1,,SEN,1,SEN,
WLD,PISA,2017,1,,ZMB,1,ZMB,
WLD,PISA,2017,1,,BTN,0,BTN,
EAP,PILNA,2015,0,90,,1,SLB,
EAP,PILNA,2015,0,184,,1,COK,
EAP,PILNA,2015,0,296,,1,KIR,
EAP,PILNA,2015,0,548,,1,VUT,
EAP,PILNA,2015,0,570,,1,NIU,
EAP,PILNA,2015,0,583,,1,FSM,
EAP,PILNA,2015,0,584,,1,MHL,
EAP,PILNA,2015,0,585,,1,PLW,
EAP,PILNA,2015,0,598,,1,PNG,
EAP,PILNA,2015,0,772,,1,TKL,
EAP,PILNA,2015,0,776,,1,TON,
EAP,PILNA,2015,0,798,,1,TUV,
EAP,PILNA,2015,0,882,,1,WSM,
CNT,NAS,2019,0,UZB,UZB,1,UZB,
WLD,MICS,2019,0,,,1,GUY,
WLD,MICS,2019,0,,,1,XKX,
WLD,MICS,2019,0,,,1,PSE,
WLD,MICS,2019,0,,,1,BGD,
WLD,MICS,2019,0,,,1,TCD,
WLD,MICS,2019,0,,,1,NPL,
WLD,MICS,2019,0,,,1,STP,
WLD,MICS,2019,0,,,1,THA,
WLD,MICS,2019,0,,,1,TON,
WLD,MICS,2019,0,,,1,TKM,
WLD,MICS,2019,0,,,1,ZWE,
WLD,MICS,2019,0,,,1,CAF,
WLD,MICS,2019,0,,,1,GNB,
WLD,MICS,2018,0,,,1,KIR,
WLD,MICS,2018,0,,,1,MKD,
WLD,MICS,2018,0,,,1,GMB,
WLD,MICS,2018,0,,,1,KGZ,
WLD,MICS,2018,0,,,1,LSO,
WLD,MICS,2018,0,,,1,MDG,
WLD,MICS,2018,0,,,1,MNG,
WLD,MICS,2018,0,,,1,SUR,
WLD,MICS,2018,0,,,1,TUN,
WLD,MICS,2018,0,,,1,COD,
WLD,MICS,2017,0,,,1,GHA,
WLD,MICS,2018,0,,,1,PAK,
WLD,MICS,2017,0,,,1,SLE,
WLD,MICS,2017,0,,,1,TGO,
WLD,EGRA,2016,0,,,1,AFG,
WLD,EGRA,2011,0,,,1,AGO,
WLD,EGRA,2016,0,,,1,ATG,
WLD,EGRA,2018,0,,,1,ATG,
WLD,EGRA,2011,0,,,1,BDI,
WLD,EGRA,2012,0,,,1,BDI,
WLD,EGRA,2014,0,,,1,BGD,
WLD,EGRA,2015,0,,,1,BGD,
WLD,EGRA,2016,0,,,1,BGD,
WLD,EGRA,2010,0,,,1,COD,
WLD,EGRA,2012,0,,,1,COD,
WLD,EGRA,2015,0,,,1,COD,
WLD,EGRA,2016,0,,,1,DMA,
WLD,EGRA,2018,0,,,1,DMA,
WLD,EGRA,2013,0,,,1,EGY,
WLD,EGRA,2010,0,,,1,ETH,
WLD,EGRA,2018,0,,,1,ETH,
WLD,EGRA,2013,0,,,1,GHA,
WLD,EGRA,2011,0,,,1,GMB,
WLD,EGRA,2013,0,,,1,GMB,
WLD,EGRA,2016,0,,,1,GRD,
WLD,EGRA,2018,0,,,1,GRD,
WLD,EGRA,2008,0,,,1,GUY,
WLD,EGRA,2008,0,,,1,HND,
WLD,EGRA,2012,0,,,1,HTI,
WLD,EGRA,2013,0,,,1,HTI,
WLD,EGRA,2015,0,,,1,HTI,
WLD,EGRA,2016,0,,,1,HTI,
WLD,EGRA,2014,0,,,1,IDN,
WLD,EGRA,2012,0,,,1,IRQ,
WLD,EGRA,2014,0,,,1,JAM,
WLD,EGRA,2012,0,,,1,JOR,
WLD,EGRA,2014,0,,,1,JOR,
WLD,EGRA,2012,0,,,1,KEN,
WLD,EGRA,2017,0,,,1,KGZ,
WLD,EGRA,2010,0,,,1,KHM,
WLD,EGRA,2012,0,,,1,KHM,
WLD,EGRA,2016,0,,,1,KIR,
WLD,EGRA,2016,0,,,1,KNA,
WLD,EGRA,2018,0,,,1,KNA,
WLD,EGRA,2012,0,,,1,LAO,
WLD,EGRA,2010,0,,,1,LBR,
WLD,EGRA,2013,0,,,1,LBR,
WLD,EGRA,2016,0,,,1,LCA,
WLD,EGRA,2018,0,,,1,LCA,
WLD,EGRA,2011,0,,,1,MAR,
WLD,EGRA,2015,0,,,1,MKD,
WLD,EGRA,2016,0,,,1,MKD,
WLD,EGRA,2009,0,,,1,MLI,
WLD,EGRA,2015,0,,,1,MLI,
WLD,EGRA,2014,0,,,1,MMR,
WLD,EGRA,2015,0,,,1,MMR,
WLD,EGRA,2016,0,,,1,MMR,
WLD,EGRA,2010,0,,,1,MWI,
WLD,EGRA,2012,0,,,1,MWI,
WLD,EGRA,2010,0,,,1,NGA,
WLD,EGRA,2014,0,,,1,NGA,
WLD,EGRA,2008,0,,,1,NIC,
WLD,EGRA,2013,0,,,1,PAK,
WLD,EGRA,2013,0,,,1,PHL,
WLD,EGRA,2011,0,,,1,PNG,
WLD,EGRA,2012,0,,,1,PNG,
WLD,EGRA,2013,0,,,1,PNG,
WLD,EGRA,2015,0,,,1,RWA,
WLD,EGRA,2016,0,,,1,RWA,
WLD,EGRA,2015,0,,,1,SDN,
WLD,EGRA,2009,0,,,1,SEN,
WLD,EGRA,2017,0,,,1,SLB,
WLD,EGRA,2014,0,,,1,SLE,
WLD,EGRA,2018,0,,,1,SLV,
WLD,EGRA,2016,0,,,1,TJK,
WLD,EGRA,2009,0,,,1,TLS,
WLD,EGRA,2011,0,,,1,TLS,
WLD,EGRA,2009,0,,,1,TON,
WLD,EGRA,2014,0,,,1,TON,
WLD,EGRA,2016,0,,,1,TUV,
WLD,EGRA,2013,0,,,1,TZA,
WLD,EGRA,2009,0,,,1,UGA,
WLD,EGRA,2016,0,,,1,VCT,
WLD,EGRA,2018,0,,,1,VCT,
WLD,EGRA,2010,0,,,1,VUT,
WLD,EGRA,2017,0,,,1,WSM,
WLD,EGRA,2011,0,,,1,YEM,
WLD,EGRA,2011,0,,,1,ZMB,
